_id,first_name,last_name,active,turned_pro,retired,country,country_yr,prev_country,prev_country_yr,dob,right_handed,backhand,cm,ft,coaches,preferred_surface,age_started,career_high,date,pm_USD,titles,win,loss,gladiator,headshot,ao_round,ao_years,rg_round,rg_years,w_round,w_years,uso_round,uso_years,finals_round,finals_years,olympics_round,olympics_years,wct_round,wct_years,gs_cup_round,gs_cup_years,davis_round,davis_years,hopman_round,hopman_years
c977,Marin,Cilic,true,2005,,CRO,,,,1988-09-28,true,2,198,6'6",[Vilim Visak],[hard:grass],7,3,2018-01-29,31301586,20,582,332,true,true,Final,[2018],Semifinals,[2022],Final,[2017],Win,[2014],Round robin,[2014:2016:2017:2018],3rd round,[2016],,,,,Win,[2018],,
ca12,Jeremy,Chardy,false,2005,2023,FRA,,,,1987-02-12,true,2,188,6'2",[Philipp Wagner],,6,25,2013-01-28,10857975,1,298,307,true,true,,,,,,,,,,,,,,,,,,,,
ca99,Marius,Copil,true,2008,,ROU,,,,1990-10-17,true,1,191,6'3",[Andrei Mlendea],[hard],7,56,2019-01-28,2729583,0,66,95,true,true,2nd round,[2015:2019],1st round,[2017:2018:2019],1st round,[2016:2017:2018:2019],2nd round,[2019],,,,,,,,,,,,
cc54,Nikola,Cacic,true,2007,,SRB,,,,1990-12-07,true,2,183,6'0",[Alberto Castellani],[clay],7,281,2014-09-08,1040435,0,1,1,true,true,Quarterfinals,[2013],4th round,[2008:2015],4th round,[2014],4th round,[2015],,,Quarterfinals,[2021],,,,,Win,[2017],,
cd85,Pablo,Carreno Busta,true,2009,,ESP,,,,1991-07-12,true,2,188,6'2",[Samuel Lopez:Jose Antonio Sanchez-de-Luna],[clay],6,10,2017-09-11,15249901,7,268,212,true,true,4th round,[2018:2019:2022],Quarterfinals,[2017:2020],1st round,[2014:2015:2016:2018:2019:2021:2022],Semifinals,[2017:2020],Round robin,[2017],Bronze,[2020],,,,,Win,[2019],,
ce25,Salvatore,Caruso,true,2010,,ITA,,,,1992-12-15,true,2,185,6'1",[Paolo Cannova],[hard],6,76,2020-11-16,1983946,0,19,44,true,true,2nd round,[2021],3rd round,[2019],1st round,[2019:2021],3rd round,[2020],,,,,,,,,,,,
ce77,Federico,Coria,true,2010,,ARG,,,,1992-03-09,true,2,180,5'11",[Carlos Berlocq],[clay],5,49,2023-02-13,2641114,0,52,64,true,true,1st round,[2021:2022:2023:2024],3rd round,[2020],1st round,[2021:2022:2023],2nd round,[2020:2022],,,,,,,,,,,,
cf01,Marco,Cecchinato,true,2010,,ITA,,,,1992-09-30,true,1,185,6'1",[Julian Alonso:Eduardo Nicolas],[clay],7,16,2019-02-25,4991891,3,78,127,true,true,1st round,[2016:2019:2020:2021:2022],Semifinals,[2018],1st round,[2017:2018:2019:2021:2023],1st round,[2015:2018:2019:2020:2021:2023],,,,,,,,,Quarterfinals,[2016],,
cf59,Roberto,Carballes Baena,true,2011,,ESP,,,,1993-03-23,true,2,183,6'0",[Jose Maria Garrido Ros],[clay],3,49,2023-04-10,4407541,2,97,127,true,true,2nd round,[2021],3rd round,[2020],2nd round,[2023],2nd round,[2018:2020:2021:2022:2023],,,1st round,[2020],,,,,,,,
db63,Laslo,Djere,true,2013,,SRB,,,,1995-06-02,true,2,188,6'2",[Jaroslav Levinsky],[clay],5,27,2019-06-10,5375559,2,134,138,true,true,2nd round,[2021],,,1st round,[2019:2021:2022:2023],2nd round,[2023],,,,,,,,,Semifinals,[2017],,
cg04,Pedro,Cachin,true,2013,,ARG,,,,1995-04-12,true,2,185,6'1",[Martin Cuevas:Matias Barreira:Alex Corretja],[clay],5,48,2023-08-07,1761631,1,23,39,true,true,1st round,[2023:2024],2nd round,[2022:2023],1st round,[2023],3rd round,[2022],,,,,,,,,,,,
cg80,Borna,Coric,true,2013,,CRO,,,,1996-11-14,true,2,188,6'2",[Liam Smith],[hard],5,12,2018-11-05,11960528,3,215,181,true,true,4th round,[2019],3rd round,[2015:2016:2018:2019:2023],2nd round,[2015],Quarterfinals,[2020],,,,,,,,,Win,[2018],,
ch05,Altug,Celikbilek,true,2015,,TUR,,,,1996-09-07,true,2,183,6'0",[Tobias Hinzmann],[hard],5,154,2022-02-21,497247,0,13,12,,,,,,,,,,,,,,,,,,,,,,
ch27,Hyeon,Chung,true,2014,,KOR,,,,1996-05-19,true,2,188,6'2",,[hard],6,19,2018-04-02,3734399,0,86,69,true,true,Semifinals,[2018],3rd round,[2017],1st round,[2015],3rd round,[2019],,,,,,,,,,,,
ch90,Yun Seong,Chung,true,2017,,KOR,,,,1998-03-27,true,2,178,5'10",[Jean-Luc Fontanot],[grass],7,233,2019-07-22,226256,0,0,3,true,true,,,,,,,,,,,,,,,,,,,,
d004,Scott,Davis,false,1983,1998,USA,,,,1962-08-27,true,,188,6'2",,,,11,1985-10-28,2286711,3,206,198,false,true,Quarterfinals,[1984],1st round,[1980:1987:1990:1991],4th round,[1984],3rd round,[1982:1988],,,,,,,,,,,,
d054,Owen,Davidson,false,1962,1974,AUS,,,,1943-10-04,false,1,185,6'1",,,,73,1974-03-02,513,0,80,107,false,false,Quarterfinals,[1962:1963:1964:1965:1967],Quarterfinals,[1967],Semifinals,[1966],Quarterfinals,[1966:1967],,,,,,,,,,,,
d098,Yahiya,Doumbia,false,1986,1997,SEN,,,,1963-08-25,true,,185,6'1",,,,74,1988-09-19,287231,2,24,34,false,false,,,1st round,[1988],1st round,[1988],1st round,[1998:1989],,,,,,,,,,,,
d0cg,Facundo,Diaz Acosta,true,2018,,ARG,,,,2000-12-15,false,2,183,6'0",[Mariano Monachesi:Mariano Hood],[clay],8,52,2024-02-26,742083,1,11,12,true,true,1st round,[2024],1st round,[2023],,,1st round,[2023],,,,,,,,,,,,
d0co,Jack,Draper,true,2018,,GBR,,,,2001-12-22,false,2,193,6'4",[James Trotman],[hard],3,37,2024-03-04,2132636,0,48,34,true,true,2nd round,[2024],1st round,[2023],2nd round,[2022],4th round,[2023],,,,,,,,,,,,
d0dt,Martin,Damm,true,,,USA,,,,2003-09-30,false,2,203,6'8",[Martin Damm Sr.:Micah Klousia:Jan Stral],[hard],4,204,2024-03-18,258886,0,2,1,true,true,,,,,,,,,,,,,,,,,,,,
d0f6,Gabriel,Diallo,true,2023,,CAN,,,,2001-09-24,true,2,203,6'8",[Martin Laurendeau],[hard],,129,2024-02-26,340368,0,5,8,false,true,,,,,,,,,,,,,,,,,Win,[2022],,
d0fj,Luciano,Darderi,true,,,ITA,,,,2002-02-14,true,2,183,6'0",[Luciano Enrique Darderi],[clay],,73,2024-03-04,459251,1,9,5,true,true,,,,,,,,,,,,,,,,,,,,
d116,Sever,Dron,false,1968,1971,ROU,,,,1944-06-25,true,,,,,,,,,0,0,1,11,false,false,,,2nd round,[1968],,,1st round,[1969],,,,,,,,,,,,
d124,Claude,De Gronckel,false,1956,1971,BEL,,,,,true,,,,,,,,,0,0,0,7,false,false,2nd round,[1967],2nd round,[1965:1966:1967:1968],2nd round,[1965],2nd round,[1966],,,,,,,,,,,,
d129,Christian,Duxin,false,1961,1970,FRA,,,,,true,,,,,,,,,0,0,0,2,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
d131,Pierre,Darmon,false,1950,1968,FRA,,,,1934-01-14,true,1,,,,,,,,0,0,4,3,false,false,Quarterfinals,[1965],Final,[1963],4th round,[1958:1960:1962:1966],4th round,[1963],,,,,,,,,,,,
d134,Eric,Drossart,false,1958,1972,BEL,,,,1942-02-21,true,,,,,,,,,0,0,9,27,false,false,2nd round,[1963],2nd round,[1964:1967:1970],2nd round,[1963:1964:1966],2nd round,[1963],,,,,,,,,,,,
d138,Jerry,De Witts,false,1951,1969,USA,,,,,true,,,,,,,,,0,0,0,3,false,false,,,,,,,,,,,,,,,,,,,,
d147,Bernard,De Troye,false,1968,1969,FRA,,,,,true,,,,,,,,,0,0,0,2,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
d163,Georges,Deniau,false,1954,1969,FRA,,,,,true,,,,,,,,,0,0,0,2,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
d362,Taylor,Dent,false,1998,2010,USA,,,,1981-04-24,true,1,188,6'2",,,10,21,2005-08-08,2563378,4,151,140,false,true,3rd round,[2002:2004:2005],2nd round,[2005],4th round,[2005],4th round,[2003],,,Semifinals,[2004],,,,,,,,
d438,Amer,Delic,false,2003,2012,USA,,,,1982-06-30,true,1,196,6'5",[Craig O'Shannessy],,5,60,2007-07-09,935409,0,33,56,false,true,3rd round,[2009],1st round,[2007],2nd round,[2007],2nd round,[2004],,,,,,,,,,,,
d499,Frank,Dancevic,false,2003,2020,CAN,,,,1984-09-26,true,1,185,6'1",[Dejan Cvetkovic],[clay],8,65,2007-09-10,1888019,0,69,111,false,true,2nd round,[2007],1st round,[2008:2011:2012],2nd round,[2007:2008:2014],2nd round,[2013],,,1st round,[2008],,,,,Quarterfinals,[2015],,
d632,Steve,Darcis,false,2003,2020,BEL,,,,1984-03-13,true,1,175,5'9",[Yannis Demeroutis],[hard:grass],5,38,2017-05-22,3445948,2,118,134,true,true,3rd round,[2017],3rd round,[2011],2nd round,[2009:2013:2017:2019],2nd round,[2008:2011:2012:2015:2016],,,,,,,,,Final,[2015:2017],,
d643,Novak,Djokovic,true,2003,,SRB,,,,1987-05-22,true,2,188,6'2",[Goran Ivanisevic],[hard],4,1,2011-07-04,181599018,98,1095,216,true,true,Win,[2008:2011:2012:2013:2015:2016:2019:2020:2021:2023],Win,[2016:2021:2023],Win,[2011:2014:2015:2018:2019:2021:2022],Win,[2011:2015:2018:2023],Win,[2008:2012:2013:2014:2015:2022:2023],Bronze,[2008],,,,,Win,[2010],Final,[2008:2013]
d646,Ivan,Dodig,true,2004,,CRO,,,,1985-01-02,true,2,183,6'0",[Mladen Dodig],[hard],8,29,2013-10-07,9982375,1,118,140,true,true,3rd round,[2013],2nd round,[2016],4th round,[2013],3rd round,[2013],,,,,,,,,Win,[2018],,
d683,Juan Martin,del Potro,false,2005,2022,ARG,,,,1988-09-23,true,2,198,6'6",,[hard],5,3,2018-08-13,25896046,22,439,174,true,true,Quarterfinals,[2009:2012],Semifinals,[2009:2018],Semifinals,[2013],Win,[2009],Final,[2009],Silver,[2016],,,,,Win,[2016],,
d776,Thiemo,de Bakker,true,2006,,NED,,,,1988-09-19,true,2,193,6'4",[Remko de Rijke:Huib Troost],[clay],5,40,2010-07-19,1841293,0,70,94,true,true,1st round,[2010:2011:2016],3rd round,[2010],3rd round,[2010],3rd round,[2010],,,,,,,,,,,,
d801,Alexandr,Dolgopolov,false,2006,2021,UKR,,,,1988-11-07,true,2,180,5'11",[Stas Khmarskiy],[clay],3,13,2012-01-16,7125771,3,221,201,true,true,Quarterfinals,[2011],3rd round,[2010:2011],3rd round,[2013:2014],4th round,[2011:2017],,,,,,,,,,,,
d864,Evgeny,Donskoy,true,2007,,RUS,,,,1990-05-09,true,2,185,6'1",,[hard],7,65,2013-07-08,3415805,0,55,117,true,true,3rd round,[2013],2nd round,[2013],1st round,[2013:2014:2016:2017:2018],3rd round,[2016],,,3rd round,[2016],,,,,Win,[2021],,
d874,Federico,Delbonis,false,2007,2024,ARG,,,,1990-10-05,false,2,193,[6:4],[Mariano Hood],[clay:hard],7,33,2016-05-09,6140525,2,164,200,true,true,3rd round,[2016],4th round,[2021],1st round,[2014:2015:2016:2018:2019:2021:2022],2nd round,[2014:2016],,,1st round,[2016],,,,,Win,[2016],,
d875,Grigor,Dimitrov,true,2008,,BUL,,,,1991-05-16,true,1,191,6'3",[Daniel Vallverdu:Jamie Delgado],[hard:grass],3,3,2017-11-20,25594250,9,428,277,true,true,Semifinals,[2017],4th round,[2020:2023],Semifinals,[2014],Semifinals,[2019],Win,[2017],2nd round,[2012],,,,,,,Round robin,[2012]
d916,Steven,Diez,true,2009,,CAN,,,,1991-03-17,true,2,175,5'9",[Marcos Roy],[clay],5,134,2019-11-18,1042660,0,2,14,true,true,,,1st round,[2020],,,,,,,,,,,,,,,,
d923,Damir,Dzumhur,true,2011,,BIH,,,,1992-05-20,true,2,175,5'9",[Antonio Sancic],[clay],5,23,2018-07-02,4938804,3,128,141,true,true,3rd round,[2014:2018],3rd round,[2015:2018],2nd round,[2016:2017:2018],3rd round,[2017],,,,,,,,,,,,
d994,James,Duckworth,true,2010,,AUS,,,,1992-01-21,true,2,183,6'0",[Wayne Arthurs],[grass],7,46,2022-01-31,3635559,0,60,96,true,true,2nd round,[2012:2013:2015:2021],2nd round,[2021],2nd round,[2021],2nd round,[2016:2022],,,2nd round,[2021],,,,,,,,
da81,Taro,Daniel,true,2010,,JPN,,,,1993-01-27,true,2,191,6'3",,[hard:clay],7,58,2024-01-15,3943244,1,85,133,true,true,3rd round,[2022],2nd round,[2016:2017:2023],1st round,[2016:2017:2018:2022:2023],2nd round,[2017],,,3rd round,[2016],,,,,,,,
db59,Dennis,Novak,true,2011,,AUT,,,,1993-08-28,true,2,183,6'0",[Gunter Bresnik],[hard],7,85,2020-03-02,1927967,0,26,54,true,true,1st round,[2018:2020:2021],1st round,[2020],3rd round,[2018],1st round,[2018:2020],,,,,,,,,,,,
dc76,Viktor,Durasovic,true,2016,,NOR,,,,1997-03-19,true,2,185,6'1",[Fredrik Loven],[hard],5,298,2019-10-14,265956,0,10,23,true,true,,,,,,,,,,,,,,,,,,,,
dc77,Per-Erik,Dahl,false,,,NOR,,,,1943-10-20,,,,,,,,,,0,0,0,1,false,false,,,,,,,,,,,,,,,,,,,,
dh46,Alexander,Donski,true,2017,,BUL,,,,1998-08-01,true,2,188,6'2",[Mislav Hazak:Mike Donski],,,525,2022-04-11,120503,0,1,1,true,true,,,,,,,,,,,,,,,,,,,,
dh50,Alejandro,Davidovich Fokina,true,2017,,ESP,,,,1999-06-05,true,2,183,6'0",[Jorge Aguirre],[grass],2,21,2023-08-21,6132820,0,103,103,true,true,4th round,[2020],Quarterfinals,[2021],3rd round,[2023],4th round,[2020:2022],,,3rd round,[2020],,,,,,,,
dh58,Alex,de Minaur,true,2015,,AUS,,,,1999-02-17,true,2,183,6'0",[Adolfo Gutierrez],[grass],4,9,2024-02-19,12487731,8,219,139,true,true,4th round,[2022:2023:204],2nd round,[2019:2021:2023],4th round,[2022],Quarterfinals,[2020],,,,,,,,,Final,[2022:2023],,
e004,Stefan,Edberg,false,1983,1996,SWE,,,,1966-01-19,true,,188,6'2",[Tony Pickard],,,1,1990-08-13,20613441,41,801,270,true,true,Win,[1985:1987],Final,[1989],Win,[1988:1990],Win,[1991:1992],Win,[1989],Bronze,[1988],Final,[1988],Semifinals,[1993],Win,[1984:1985:1987:1994],,
e030,Roy,Emerson,false,1953,1983,AUS,,,,1936-11-03,true,1,183,6'0",,,,12,1973-11-26,0,6,273,164,false,true,Win,[1961:1963:1964:1965:1966:1967],Win,[1963:1967],Win,[1964:1965],Win,[1961:1964],,,,,,,,,Win,[1959:1960:1961:1962:1964:1965:1966:1967],,
e035,Tom,Edlefsen,false,1962,1975,USA,,,,1941-12-12,false,1,188,6'2",,,,94,1974-06-03,0,2,109,144,false,true,,,1st round,[1968:1969:1973],4th round,[1968],3rd round,[1962:1965],,,,,,,,,,,,
e140,Nicolas,Escude,false,1995,2006,FRA,,,,1976-04-03,true,2,185,6'1",,[clay],,17,2000-06-26,3216150,4,172,129,false,false,Semifinals,[1998],4th round,[2004],Quarterfinals,[2001],Quarterfinals,[1999],,,,,,,1st round,[1998],,,,
e224,Victor,Estrella Burgos,false,2002,2019,DOM,,,,1980-08-02,true,1,170,5'7",[Manuel Antuna],[clay],9,43,2015-07-13,2164736,3,84,81,true,true,2nd round,[2017],2nd round,[2016:2017],2nd round,[2015],3rd round,[2014],,,1st round,[2016],,,,,,,,
e687,Daniel,Evans,true,2006,,GBR,,,,1990-05-23,true,1,175,5'9",,[hard],7,21,2023-08-07,8033150,2,148,164,true,true,4th round,[2017],2nd round,[2022],3rd round,[2016:2019:2021],4th round,[2021],,,,,,,,,Win,[2015],,
e690,Matthew,Ebden,true,2006,,AUS,,,,1987-11-26,true,2,188,6'2",[Omar Hejleh],[hard:grass],5,39,2018-10-22,5882845,0,79,128,true,true,2nd round,[2012:2014:2018:2019],1st round,[2012:2014:2018:2019],3rd round,[2018],2nd round,[2012:2014:2018],,,,,,,,,,,,
e831,Kyle,Edmund,true,2012,,GBR,,,,1995-01-08,true,2,188,6'2",[Colin Beecher],[clay],10,14,2018-10-08,6032144,2,119,125,true,true,Semifinals,[2018],3rd round,[2017:2018],3rd round,[2018],4th round,[2016],,,2nd round,[2016],,,,,Win,[2015],,
e865,Christopher,Eubanks,true,2017,,USA,,,,1996-05-05,true,1,201,6'7",[Ruan Roelofse],[hard],,29,2023-07-31,2832433,1,34,48,true,true,2nd round,[2023:2024],1st round,[2023],Quarterfinals,[2023],2nd round,[2022:2023],,,,,,,,,,,,
e873,Ernesto,Escobedo,true,2014,,MEX,2023,USA,,1996-07-04,true,2,185,6'1",,[hard],4,67,2017-07-17,1565146,0,20,41,true,true,2nd round,[2017],1st round,[2017],1st round,[2017],2nd round,[2016:2020:2021],,,,,,,,,,,,
ea24,Tomas Martin,Etcheverry,true,2017,,ARG,,,,1999-07-18,true,2,196,6'5",[Walter Grinovero],[hard],5,27,2024-02-12,2471669,0,39,49,true,true,3rd round,[2024],Quarterfinals,[2023],2nd round,[2023],2nd round,[2023],,,,,,,,,,,,
f011,Peter,Feigl,false,,,AUT,,,,1951-11-30,true,,183,6'0",,,,35,1979-11-05,260885,3,108,116,false,false,Quarterfinals,[1978],1st round,[1981],2nd round,[1980],2nd round,[1980:1983],,,,,,,,,,,,
f020,Wojtek,Fibak,false,,,POL,,,,1952-08-03,true,,183,6'0",,,,10,1977-07-25,2725403,15,536,314,false,true,3rd round,[1978],Quarterfinals,[1977:1980],Quarterfinals,[1980],Quarterfinals,[1980],Final,[1976],,,Quarterfinals,[1977:1981:1982],,,,,,
f031,Jean-Philippe,Fleurian,false,1985,1998,FRA,,,,1965-09-11,true,,185,6'1",,,,37,1990-04-30,1352977,0,107,156,false,true,4th round,[1996],3rd round,[1986:1989],3rd round,[1991:1994],2nd round,[1987:1990],,,,,,,,,,,,
f066,Brian,Fairlie,false,1966,1979,NZL,,,,1948-06-13,true,1,172,5'8",,,,24,1973-09-26,0,3,242,229,false,false,3rd round,[1976],4th round,[1977],3rd round,[1977:1978],Quarterfinals,[1970],,,,,,,,,,,,
f074,Zeljko,Franulovic,false,1963,1980,YUG,,,,1947-06-13,true,1,,,,,,30,1977-07-25,6000,13,409,308,false,true,,,Final,[1970],3rd round,[1970],3rd round,[1975:1976:1977],Round robin,[1970:1971],,,,,,,,,,
f09j,Karl,Friberg,true,,,SWE,,,,1999-03-25,true,2,191,6'3",,[clay],5,355,2023-06-19,101295,0,0,2,false,true,,,,,,,,,,,,,,,,,,,,
f0bt,Jonas,Forejtek,true,,,CZE,,,,2001-03-10,true,2,183,6'0",[Slava Dosedel],[clay],5,217,2022-08-01,160464,0,3,1,false,true,,,,,,,,,,,,,,,,,,,,
f0f1,Arthur,Fils,true,2021,,FRA,,,,2004-06-12,true,2,185,6'1",[Sergi Bruguera:Sebastien Grosjean],,5,34,2024-01-15,1647005,1,32,27,true,true,2nd round,[2024],1st round,[2023],1st round,[2023],2nd round,[2023],,,,,,,,,,,,
f109,Herb,Fitzgibbon,false,1959,1973,USA,,,,1942-07-14,true,,,,,,,128,1973-08-23,0,0,37,38,false,false,3rd round,[1966],4th round,[1968],3rd round,[1965],3rd round,[1962:1964:1965],,,Bronze,[1968],,,,,,,,
f164,Richard,Fromberg,false,1988,2005,AUS,,,,1970-04-28,true,2,196,6'5",[Bob Carmichael],,10,24,1990-08-13,2605740,4,256,287,false,true,4th round,[1993:1998],3rd round,[1993],3rd round,[1994],3rd round,[1992:1993:1994:1999:2000],,,1st round,[1992],,,,,,,,
f111,Carlos-Alberto,Fernandes,false,1955,1970,BRA,,,,,true,,,,,,,,,0,0,1,5,false,false,,,Quarterfinals,[1961],2nd round,[1959:1960:1961:1964],,,,,,,,,,,,,,
f196,Wayne,Ferreira,false,1989,2005,RSA,,,,1971-09-15,true,2,185,6'1",[David Nainkin],,,6,1995-05-08,9969617,15,512,330,false,true,Semifinals,[1992:2003],4th round,[1996],Quarterfinals,[1994],Quarterfinals,[1992],Round robin,[1995],Quarterfinals,[1996],,,Quarterfinals,[1993],,,Win,[2000]
f316,Juan Carlos,Ferrero,false,1998,2012,ESP,,,,1980-02-12,true,2,183,6'0",[Antonio Martinez:Samuel Lopez],[clay],7,1,2003-09-08,13998165,16,479,262,true,true,Semifinals,[2004],Win,[2003],Quarterfinals,[2007:2009],Final,[2003],Final,[2002],Quarterfinals,[2000],,,,,Win,[2000:2004:2009],,
f339,Mardy,Fish,false,2000,2015,USA,,,,1981-12-09,true,2,188,6'2",[Mark Knowles],[hard],2,7,2011-08-15,7460641,6,302,219,true,true,Quarterfinals,[2007],3rd round,[2011],Quarterfinals,[2011],Quarterfinals,[2008],Round robin,[2011],Silver,[2004],,,,,Final,[2004],Win,[2008]
f401,David,Ferrer,false,2000,2019,ESP,,,,1982-04-02,true,2,175,5'9",[Francisco Fogues],,8,3,2013-07-08,31483911,27,734,377,true,true,Semifinals,[2011:2013],Final,[2013],Quarterfinals,[2012:2013],Semifinals,[2007:2012],Final,[2007],3rd round,[2012],,,,,Win,[2008:2009:2011],Round robin,[2019]
f444,Alejandro,Falla,false,2000,2018,COL,,,,1983-11-14,false,2,185,6'1",[Jose de Armas],[hard],6,48,2012-07-16,3101331,0,114,169,true,true,3rd round,[2010:2012],4th round,[2011],3rd round,[2012],2nd round,[2006:2011],,,,,,,,,,,,
f510,Fabio,Fognini,true,2004,,ITA,,,,1987-05-24,true,2,178,5'10",[German Gaich],[clay],4,9,2019-07-15,18141381,9,415,376,true,true,4th round,[2014:2018:2020:2021],Quarterfinals,[2011],3rd round,[2010:2014:2017:2018:2019:2021],4th round,[2015],,,3rd round,[2016:2021],,,,,Semifinals,[2014:2022],,
f586,Thomas,Fabbiano,false,,2023,ITA,,,,1989-05-26,true,2,173,[5:8],,[hard],4,70,2017-09-18,2431440,0,27,63,true,true,3rd round,[2019],2nd round,[2018],3rd round,[2018:2019],3rd round,[2017],,,,,,,,,,,,
f724,Marton,Fucsovics,true,2010,,HUN,,,,1992-02-08,true,2,188,6'2",[Peter Nagy],[hard],5,31,2019-03-04,6673542,1,150,150,true,true,4th round,[2018:2020],4th round,[2020],Quarterfinals,[2021],3rd round,[2020],,,,,,,,,,,,
f936,Freddy,Field,false,1968,1969,GBR,,,,1929-02-06,,,,,,,,,,0,0,0,2,false,false,,,,,,,,,,,,,,,,,,,,
f956,Allen,Fox,false,1955,1971,USA,,,,1939-06-25,true,,173,5'8",,,,,,0,0,25,21,false,true,,,2nd round,[1965:1968],Quarterfinals,[1965],4th round,[1960:1961],,,,,,,,,,,,
fb98,Taylor,Fritz,true,2015,,USA,,,,1997-10-28,true,2,196,6'5",[Michael Russell:Paul Annacone],[grass:hard],2,5,2023-02-27,14850828,7,243,171,true,true,Quarterfinals,[2024],3rd round,[2020:2023],Quarterfinals,[2022],Quarterfinals,[2023],Semifinals,[2022],,,,,,,Quarterfinals,[2022],,
g031,Georges,Goven,false,1965,1984,FRA,,,,1948-04-26,true,1,173,5'8",,,,56,1973-08-23,212,1,197,230,false,false,3rd round,[1965:1973],Semifinals,[1970],3rd round,[1966:1972],3rd round,[1975],,,,,,,,,,,,
g050,Heinz,Gunthardt,false,1976,1990,SUI,,,,1959-02-08,true,1,180,5'11",,,,22,1986-04-07,1546257,5,229,198,false,true,,,4th round,[1985],Quarterfinals,[1985],Quarterfinals,[1985],,,,,Quarterfinals,[1980],,,,,,
g074,Bob,Giltinan,false,1968,1979,AUS,,,,1949-04-07,true,,185,6'1",,,,40,1978-07-17,0,1,99,116,false,false,Semifinals,[19772],2nd round,[1968:1978],2nd round,[1970:1973:1974:1978],1st round,[1978],,,,,,,,,Win,[1973:1977],,
g075,Andres,Gimeno,false,1960,1971,ESP,,,,1937-08-03,true,1,185,6'1",,,,49,1973-08-23,2500,11,247,128,false,true,Final,[1969],Win,[1972],Semifinals,[1970],4th round,[1969:1972],Round robin,[1972],,,,,,,,,,
g076,Juan,Gisbert Sr,false,1965,1976,ESP,,,,1942-04-05,true,1,188,6'2",,,,32,1975-04-08,19030,1,210,159,false,true,Final,[1968],4th round,[1966],2nd round,[1963:1972],2nd round,[1974],,,Quarterfinals,[1968],,,,,,,,
g077,Richard Pancho,Gonzales,false,1946,1974,USA,,,,1928-05-09,true,1,188,6'2",,,,109,1974-07-29,0,9,152,88,false,true,3rd round,[1969],Semifinals,[1949:1968],4th round,[1949:1969],Win,[1948:1949],,,,,,,,,,,,
g078,Tom,Gorman,false,1966,1981,USA,,,,1946-01-19,true,,180,5'11",,,,10,1974-05-01,10000,9,421,294,false,true,2nd round,[1970:19771],Semifinals,[1973],Semifinals,[1971],Semifinals,[1972],Semifinals,[1972],,,,,,,,,,
g09o,Hugo,Gaston,true,2018,,FRA,,,,2000-09-26,false,2,173,5'8",[Younes El Aynaoui],[clay],5,58,2022-07-11,2219859,0,29,43,true,true,2nd round,[2024],4th round,[2020],2nd round,[2022],2nd round,[2023],,,,,,,,,,,,
g150,Barry,Geraghty,false,1962,1978,AUS,,,,,true,,198,[6:6],,,,,,0,0,3,7,false,false,3rd round,[1964],1st round,[1962],2nd round,[1963],,,,,,,,,,,,,,
g151,Istvan,Gulyas,false,1954,1973,HUN,,,,1931-10-14,true,1,,,,,,128,1973-09-13,0,0,62,60,false,false,,,Final,[1966],3rd round,[1960],4th round,[1963],,,,,,,,,,,,
g152,Wieslaw,Gasiorek,false,1959,1972,POL,,,,1936-01-13,true,,,,,,,,,0,0,23,24,false,false,,,4th round,[1967:1969],3rd round,[1961],2nd round,[1962],,,,,,,,,,,,
g153,Pancho J.F.,Guzman,false,1964,1972,ECU,,,,1946-05-24,true,,,,,,,,,0,1,41,46,false,false,,,3rd round,[1965:1966],2nd round,[1968],2nd round,[1965:1968:1970],,,,,,,,,,,,
g154,Graydon,Garner,false,1967,1975,RSA,,,,,true,,,,,,,272,1976-06-14,656,0,14,19,false,false,,,,,,,,,,,,,,,,,,,,
g182,Magnus,Gustafsson,false,1986,2002,SWE,,,,1967-01-03,true,,185,6'1",[Stefan Simonsson],,,10,1991-07-29,4545489,14,415,260,false,true,Quarterfinals,[1994],4th round,[1988:1990],4th round,[1996],2nd round,[1996:1997],,,2nd round,[1992:1996],,,,,Win,[1998],,
g184,Fernando,Gentil,false,1967,1976,BRA,,,,1950-03-11,true,,,,,[clay],10,222,1975-12-15,0,0,1,8,false,false,,,2nd round,[1967:1968],,,,,,,,,,,,,,,,
g186,Eduardo,Gorostiaga,false,1968,1977,BOL,,,,,true,,,,,,,288,1976-12-12,0,0,4,14,false,false,,,1st round,1968,,,,,,,,,,,,,,,,
g187,Marco,Gilardelli,false,1967,1973,ITA,,,,,true,,,,,,,,,0,0,3,5,false,false,,,1st round,[1968],,,,,,,,,,,,,,,,
g379,Sebastien,Grosjean,false,1996,2010,FRA,,,,1978-05-29,true,2,175,5'9",[Bernard Fritz],[clay],,4,2002-10-28,8131803,4,341,247,false,true,Semifinals,[2001],Semifinals,[2001],Semifinals,[2003:2004],3rd round,[2000:2005:2007],Final,[2001],Quarterfinals,[2000],,,,,Win,[2001],,
g415,Fernando,Gonzalez,false,1999,2012,CHI,,,,1980-07-29,true,1,183,6'0",,[hard],,5,2007-01-29,8862276,11,370,202,false,true,Final,[2007],Semifinals,[2009],Quarterfinals,[2005],Quarterfinals,[2002:2009],Round robin,[2005:2007],Silver,[2008],,,,,Quarterfinals,[2006:2010],,
